smiles,molecule_chembl_id,pref_name,ic50_nM,pIC50
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,CHEMBL68920,,300.0,6.522878745280337
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL69960,,400.0,6.3979400086720375
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,CHEMBL67057,,100.0,7.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,CHEMBL65848,,2780.0,5.555955204081924
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL69629,,100.0,7.0
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,CHEMBL66570,,100.0,7.0
Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL305194,,5000.0,5.301029995663981
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,CHEMBL67003,,100.0,7.0
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL305246,,200.0,6.698970004336019
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,CHEMBL69966,,40.0,7.3979400086720375
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,CHEMBL69358,,200.0,6.698970004336019
Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL69071,,500.0,6.301029995663981
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,CHEMBL264382,,40.0,7.3979400086720375
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL136058,,5.0,8.301029995663981
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,GEFITINIB,24.0,7.619788758288394
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL95320,,11750.0,4.9299621333922445
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL545315,CANERTINIB DIHYDROCHLORIDE,5.0,8.301029995663981
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,,14.0,7.853871964321762
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,CANERTINIB,5.0,8.301029995663981
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,,24.0,7.619788758288394
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,CHEMBL95774,,1692.0,5.771599641296995
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,ERLOTINIB,64.0,7.1938200260161125
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,,13.0,7.886056647693163
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL99024,,14700.0,4.8326826652518236
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,,110.0,6.958607314841775
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,CHEMBL342828,,8.1,8.09151498112135
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL345109,,207.0,6.684029654543083
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,PELITINIB,813.8,6.0894823144827335
CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,CHEMBL125401,,25000.0,4.6020599913279625
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,CHEMBL300936,,25000.0,4.6020599913279625
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,ALVOCIDIB,15800.0,4.801342913045577
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL14932,,263.0,6.580044251510242
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL15346,,95.0,7.022276394711152
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL15202,,309.0,6.510041520575165
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,LAPATINIB,2.7,8.568636235841012
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,CHEMBL14627,,117.0,6.931814138253839
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL460731,,210.0,6.6777807052660805
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CHEMBL514436,,10.0,8.0
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL14952,,234.0,6.6307841425898575
CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,CHEMBL273789,,977.0,6.0101054362812265
C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,CHEMBL517907,GW680191X,234.0,6.6307841425898575
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,CHEMBL460732,,147.0,6.8326826652518236
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL540701,,347.0,6.459670525209126
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,CHEMBL493428,,19.0,7.721246399047171
CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,CHEMBL14874,,1778.0,5.7500682433658055
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,CHEMBL160846,,14.0,7.853871964321762
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,CHEMBL422347,,48.0,7.318758762624412
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,CHEMBL160303,,28.0,7.552841968657781
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,CHEMBL269620,,550.0,6.259637310505756
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,CHEMBL155761,,14.0,7.853871964321762
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,CHEMBL157084,,200.0,6.698970004336019
Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,CHEMBL55993,,50000.0,4.301029995663981
Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,CHEMBL55360,,33884.42,4.469999943783888
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,CHEMBL56731,,41686.94,4.379999982779397
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,CHEMBL333454,,1659.59,5.779999190713337
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,CHEMBL122522,,2511.89,5.59999938302362
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,CHEMBL56219,,57000.0,4.2441251443275085
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,CHEMBL118205,,1513.56,5.820000358220839
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,CHEMBL116595,,128.82,6.890016705180107
COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,CHEMBL324030,,8709.64,5.059999795537068
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,CHEMBL417941,,16982.44,4.769999911123512
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,CHEMBL326100,,251.19,6.599997654072044
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,CHEMBL56542,,4897.79,5.309999839831227
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,CHEMBL293749,,22908.68,4.639999934172963
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc3ccccc23)c1O,CHEMBL143212,,4570.88,5.3400001801593495
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,CHEMBL440298,,500000.0,3.3010299956639813
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,CHEMBL326318,,10000.0,5.0
COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O,CHEMBL1161234,,15848.93,4.800000052738446
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,CHEMBL281872,ZD-4190 FREE BASE,100000.0,4.0
Cc1cc(C=C(C#N)C#N)cc(O)c1O,CHEMBL116423,,58884.37,4.229999967073058
CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,CHEMBL56319,,331131.12,3.48000000194449
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,CHEMBL53898,,34673.69,4.459999937940861
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,CHEMBL56393,,16982.44,4.769999911123512
COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O,CHEMBL1161236,,4570.88,5.3400001801593495
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,CHEMBL143805,,2884.03,5.540000226349733
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,CHEMBL296407,,6400.0,5.1938200260161125
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL118321,,10000.0,5.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,CHEMBL115895,,3311.31,5.480000159330324
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL56879,,3000.0,5.522878745280337
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,CHEMBL331026,,6165.95,5.210000001311122
CC(C)(C)Oc1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O,CHEMBL140213,,1000.0,6.0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,CHEMBL533849,,20000.0,4.698970004336019
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,CHEMBL115519,,15135.61,4.820000071285178
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,CHEMBL119156,,707.95,6.149997413907539
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL119987,,446.68,6.350003492533959
Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,CHEMBL54471,,10000.0,5.0
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,CHEMBL55979,,37000.0,4.431798275933005
Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,CHEMBL141238,,20892.96,4.68000002720016
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,CHEMBL59145,,12000.0,4.920818753952375
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,CHEMBL118109,,346.74,6.459996055149973
COc1cc(/C=C(\C#N)C(N)=O)cc(SCCC(=O)O)c1O,CHEMBL1161235,,91201.08,4.040000018741066
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,CHEMBL55994,,34673.69,4.459999937940861
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,CHEMBL334032,,17378.01,4.759999957202692
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,CHEMBL55204,,12882.5,4.889999848866887
COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,CHEMBL57251,,165958.69,3.7800000019463225
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,CHEMBL56543,,13489.63,4.869999962200743
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,CHEMBL56132,,18000.0,4.7447274948966935
COc1cc(C=C(C#N)C#N)cc(C)c1O,CHEMBL120564,,112201.85,3.949999982311873
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,CHEMBL432428,,1023.29,5.990001269951939
COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,CHEMBL141175,,1995.26,5.700000503883016
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,CHEMBL113996,,31430.0,4.50265561898242
CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,CHEMBL325156,,9580.0,5.018634490921456
COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL114593,,300.0,6.522878745280337
COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,CHEMBL116857,,9300.0,5.031517051446065
COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,CHEMBL326280,,380.0,6.42021640338319
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,CHEMBL117326,,1210.0,5.91721462968355
COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL115440,,450.0,6.346787486224656
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,CHEMBL116012,,33950.0,4.469160221383479
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL30973,,4160.0,5.380906669373258
COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,CHEMBL113985,,23590.0,4.6272720591144045
N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,CHEMBL327023,,1040.0,5.982966660701219
CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,CHEMBL115187,,370.0,6.431798275933005
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL283682,,3870.0,5.412289034981089
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,CHEMBL332497,,34130.0,4.466863711721361
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,CHEMBL421047,,4130.0,5.384049948343599
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,CHEMBL113901,,11820.0,4.927382523454764
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL281300,,1630.0,5.787812395596042
COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL157128,,1220.0,5.913640169325252
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,CHEMBL116853,,180.0,6.7447274948966935
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL114728,,2970.0,5.527243550682788
C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL326811,,4500.0,5.346787486224656
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,CHEMBL114073,,33950.0,4.469160221383479
CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,CHEMBL116525,,2120.0,5.673664139071248
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL323630,,1950.0,5.709965388637482
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL288441,BOSUTINIB,2600.0,5.585026652029182
CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,CHEMBL424252,,7800.0,5.107905397309519
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,CHEMBL324718,,4680.0,5.329754146925876
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL114490,,4490.0,5.347753658996677
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,CHEMBL113902,,21510.0,4.667359589612538
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL114392,,4390.0,5.357535479757878
CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,CHEMBL113900,,320.0,6.494850021680094
N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL118000,,8740.0,5.058488567365597
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL263788,,5660.0,5.247183568811729
COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,CHEMBL414631,,380.0,6.42021640338319
COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c(Br)cc1Cl,CHEMBL327188,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)cc(OC)c1OC,CHEMBL96633,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)cc(OC)c1OC,CHEMBL93262,,1000.0,6.0
COc1ccc(Cl)c(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)c1,CHEMBL92395,,1000.0,6.0
N#Cc1cnc2cc3[nH]cnc3cc2c1Nc1ccc(Cl)cc1Br,CHEMBL96096,,1000.0,6.0
COc1ccc(C)c(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c1,CHEMBL92729,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)c(Br)cc1Cl,CHEMBL96081,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4[nH]cnc4cc23)cc(OC)c1OC,CHEMBL94846,,1000.0,6.0
COc1ccc(Cl)c(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c1,CHEMBL92339,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c(C)cc1Cl,CHEMBL330351,,1000.0,6.0
COc1cc(Nc2c(C#N)cnc3cc4[nH]c(CN5CCOCC5)nc4cc23)cc(OC)c1OC,CHEMBL330657,,1000.0,6.0
COc1ccc(C)c(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)c1,CHEMBL329244,,1000.0,6.0
Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,CHEMBL131577,,25000.0,4.6020599913279625
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CHEMBL296468,BMS-387032,25000.0,4.6020599913279625
Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,CHEMBL281006,,97.0,7.013228265733755
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,CHEMBL30432,GW282974X,16.0,7.795880017344075
Oc1cc2cc(-c3ccncc3)cnc2cc1O,CHEMBL87084,,10000.0,5.0
c1ccc(Cc2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,CHEMBL32464,,1300.0,5.886056647693163
c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1,CHEMBL287591,,1300.0,5.886056647693163
c1ccc(Cn2cnc3cc(Nc4ncnc5ccccc45)ccc32)cc1,CHEMBL31615,,27000.0,4.568636235841013
Nc1cc2c(Nc3ccc4[nH]c(Cc5ccccc5)nc4c3)ncnc2cn1,CHEMBL31653,,1860.0,5.730487055782084
COc1cc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c2cc1OC,CHEMBL31108,,350.0,6.455931955649724
COc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC,CHEMBL416031,,290.0,6.5376020021010435
Clc1ccc2cc(-c3ccncc3)cnc2c1,CHEMBL86664,,10000.0,5.0
COc1cc(OC)c2cc(-c3ccncc3)cnc2c1,CHEMBL68423,,10000.0,5.0
COc1cc2ncnc(Nc3ccc4nn(Cc5ccccc5)cc4c3)c2cc1OC,CHEMBL31161,,3100.0,5.508638306165727
COc1cc2ncnc(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)c2cc1OC,CHEMBL31407,,1100.0,5.958607314841775
COc1cc2cc(-c3ccncc3)cnc2cc1OC,CHEMBL280069,,10000.0,5.0
c1ccc(Cn2cnc3ccc(Nc4ncnc5ccccc45)cc32)cc1,CHEMBL281881,,21000.0,4.6777807052660805
COC1=CC(=O)C=C(/C=C2\CCCC3CCCCC23)C1=O,CHEMBL98934,,100000.0,4.0
COC1=CC(=O)C=CC1=O,CHEMBL430845,,29000.0,4.5376020021010435
COC1=CC(=O)C(N[C@@H](CO)C(=O)O)=CC1=O,CHEMBL319347,,100000.0,4.0
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL53753,,52000.0,4.2839966563652006
CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL433520,,1100000.0,2.958607314841775
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL162034,,379000.0,3.421360790031928
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,CHEMBL162622,,219000.0,3.6595558851598815
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL477,ADENOSINE,1600000.0,2.795880017344075
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccncc2)cc1,CHEMBL288812,,4.2,8.3767507096021
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,45000.0,4.346787486224656
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,,5.7,8.244125144327509
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL27685,,8.2,8.086186147616283
C=CC(=O)N(C)c1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31630,,200.0,6.698970004336019
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL31373,,4.3,8.366531544420413
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL31816,,125.0,6.903089986991944
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,CHEMBL417478,,12.0,7.920818753952375
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31656,,189.0,6.723538195826756
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31419,,6.4,8.193820026016112
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CHEMBL31815,,2.2,8.657577319177793
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,,7.3,8.136677139879543
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CHEMBL28418,,12.0,7.920818753952375
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,CHEMBL281543,,5000.0,5.301029995663981
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL284326,,182.0,6.739928612014925
CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,CHEMBL85021,,7000.0,5.154901959985743
Cc1cccc2c1/C(=C/c1ccc[nH]1)C(=O)N2,CHEMBL85403,,100000.0,4.0
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEMBL86755,,100000.0,4.0
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL86943,,100000.0,4.0
O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL87080,,10000.0,5.0
