smiles,dsstox_substance_id,casn,chnm,aeid,hitc,modl,coff
C=CN1CCCC1=O,DTXSID2021440,88-12-0,Vinylpyrrolidone,112,1.8241200884850633e-18,gnls,0.7755397352445266
C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,DTXSID9020374,72-55-9,"p,p\'-DDE",112,5.952641444055733e-09,poly1,0.7755397352445266
CC(C)(C)OOC(C)(C)C,DTXSID2024955,110-05-4,Di-tert-butyl peroxide,112,2.3706271123737196e-10,poly1,0.7755397352445266
C=CC(=O)NCNC(=O)C=C,DTXSID8025595,110-26-9,"N,N\'-Methylenebisacrylamide",112,1.4058086334536186e-06,poly1,0.7755397352445266
C1=CC(=C(C=C1Cl)Cl)O,DTXSID1020439,120-83-2,"2,4-Dichlorophenol",112,0.0,gnls,0.7755397352445266
COC(=O)C1=CC=C(C=C1)C(=O)OC,DTXSID0020498,120-61-6,Dimethyl terephthalate,112,3.618483094632488e-07,poly1,0.7755397352445266
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,DTXSID4020458,2921-88-2,Chlorpyrifos,112,0.0010252927481857808,exp5,0.7755397352445266
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,DTXSID5032498,3380-34-5,Triclosan,112,0.04281753381587492,poly1,0.7755397352445266
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,DTXSID0020523,51-28-5,"2,4-Dinitrophenol",112,1.4289985279413158e-10,poly1,0.7755397352445266
CCCCC(CC)C(=O)O,DTXSID9025293,149-57-5,2-Ethylhexanoic acid,112,1.5820338343385437e-16,exp5,0.7755397352445266
C[N+](C)(C)CC1CO1.[Cl-],DTXSID1044643,3033-77-0,Glycidyl trimethylammonium chloride,112,0.0,exp4,0.7755397352445266
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,DTXSID4022731,298-46-4,Carbamazepine,112,5.470173999894988e-09,poly1,0.7755397352445266
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,DTXSID4021185,53-03-2,Prednisone,112,8.280634826160296e-07,poly1,0.7755397352445266
C1=CC=C2C(=C1)C3=CC=CC=C3O2,DTXSID2021993,132-64-9,Dibenzofuran,112,1.7041238779668335e-14,exp4,0.7755397352445266
C1CC2C(C(C1O2)C(=O)O)C(=O)O,DTXSID7024081,145-73-3,Endothal,112,5.275243965750876e-10,exp2,0.7755397352445266
C1C(O1)C2=CC=CC=C2,DTXSID2021286,96-09-3,Styrene oxide,112,0.0,exp4,0.7755397352445266
C1CC(=O)OC1,DTXSID6020224,96-48-0,gamma-Butyrolactone,112,1.5149166595062276e-17,gnls,0.7755397352445266
C1=CC=C(C(=C1)O)O,DTXSID3020257,120-80-9,"1,​2-​Benzenediol",112,8.451644221350787e-21,gnls,0.7755397352445266
C1CC2=CC=CC3=C2C1=CC=C3,DTXSID3021774,83-32-9,Acenaphthene,112,5.363313367906851e-06,pow,0.7755397352445266
CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,DTXSID4022442,77-40-7,Bisphenol B,112,8.683192679695675e-07,pow,0.7755397352445266
CC1(C(=O)N(C(=O)N1Cl)Cl)C,DTXSID4024985,118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin",112,4.0552762969300184e-07,poly1,0.7755397352445266
C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,DTXSID2020268,115-28-6,Chlorendic acid,112,1.113880813332231e-16,pow,0.7755397352445266
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O,DTXSID0032493,55219-65-3,Triadimenol,112,4.9219569737506986e-08,poly1,0.7755397352445266
CC1=CC(=C(C=C1)C)C,DTXSID6021402,95-63-6,"1,2,4-Trimethylbenzene",112,1.1691772437949082e-15,exp4,0.7755397352445266
C1CCC(=O)NCC1,DTXSID4020240,105-60-2,Caprolactam,112,0.0,exp4,0.7755397352445266
[N-]=[N+]=[N-].[Na+],DTXSID8020121,26628-22-8,Sodium azide,112,1.68495286088572e-05,poly1,0.7755397352445266
CCCCCCC(=CC1=CC=CC=C1)C=O,DTXSID4026684,101-86-0,2-(Phenylmethylene)octanal,112,2.459097816796893e-06,pow,0.7755397352445266
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,DTXSID3025091,119-90-4,C.I. Disperse Black 6,112,0.0,gnls,0.7755397352445266
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,DTXSID8020040,309-00-2,Aldrin,112,0.18029028110673045,poly1,0.7755397352445266
C(CCl)OP(=O)(OCCCl)OCCCl,DTXSID5021411,115-96-8,Tris(2-chloroethyl) phosphate,112,6.665627846805432e-06,poly1,0.7755397352445266
C(C(CO)(CBr)CBr)O,DTXSID9020164,3296-90-0,Pentaerythritol dibromide,112,5.477278715139295e-10,poly1,0.7755397352445266
C1=CC(=CC=C1[N+](=O)[O-])O,DTXSID0021834,100-02-7,4-Nitrophenol,112,2.4701835212436e-17,gnls,0.7755397352445266
COC1=CC=CC=C1N,DTXSID5023877,90-04-0,2-Anisidine,112,0.0,gnls,0.7755397352445266
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,DTXSID6024460,60-09-3,C.I. Solvent Yellow 1,112,0.0,exp4,0.7755397352445266
C1=CN=CC=C1C(=O)NN,DTXSID8020755,54-85-3,Isoniazid,112,1.4926830594202282e-08,poly1,0.7755397352445266
C1=C(C(=CC(=C1Cl)Cl)Cl)O,DTXSID4024359,95-95-4,"2,4,5-Trichlorophenol",112,5.216337031933515e-16,exp4,0.7755397352445266
CN1CCCC1C2=CN=CC=C2,DTXSID1020930,54-11-5,(-)-Nicotine,112,5.121476629928215e-10,poly1,0.7755397352445266
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,DTXSID7025895,101-54-2,"N-Phenyl-1,4-benzenediamine",112,1.2517699690622853e-09,poly1,0.7755397352445266
C1=NN=CN1N,DTXSID9033058,584-13-4,"4-Amino-1,2,4-triazole",112,2.7942626855991105e-12,poly1,0.7755397352445266
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,DTXSID7023645,60-54-8,Tetracycline,112,3.2034890617857516e-08,poly1,0.7755397352445266
CCC(C)C1=CC=C(C=C1)O,DTXSID7022332,99-71-8,4-(Butan-2-yl)phenol,112,1.1047698587771322e-17,gnls,0.7755397352445266
C1=CC(=CC(=C1)C(=O)O)C(=O)O,DTXSID3021485,121-91-5,"1,3-Benzenedicarboxylic acid",112,5.57250295197413e-08,poly1,0.7755397352445266
C1=CC=C2C=C3C=CC=CC3=CC2=C1,DTXSID0023878,120-12-7,Anthracene,112,1.6295352139355033e-18,exp5,0.7755397352445266
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,DTXSID5024261,732-11-6,Phosmet,112,1.5695802048865198e-12,poly1,0.7755397352445266
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,DTXSID4020373,72-54-8,"p,p\'-DDD",112,7.340012022300972e-05,poly1,0.7755397352445266
C1=CC=C(C=C1)C(=O)O,DTXSID6020143,65-85-0,Benzoic acid,112,0.0,exp4,0.7755397352445266
CN(C)C(=O)Cl,DTXSID1020512,79-44-7,Dimethylcarbamoyl chloride,112,0.0,gnls,0.7755397352445266
CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,DTXSID1025017,80-43-3,Dicumyl peroxide,112,4.123800626811438e-06,poly1,0.7755397352445266
CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,DTXSID5020869,101-61-1,"4,4\'-Methylenebis(N,N-dimethylaniline)",112,0.968943375587436,pow,0.7755397352445266
C1=CC=C(C=C1)C(Cl)(Cl)Cl,DTXSID1020148,98-07-7,Benzotrichloride,112,4.620951844832633e-09,poly1,0.7755397352445266
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,DTXSID8035180,584-79-2,Allethrin,112,0.9999719188682719,exp2,0.7755397352445266
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,DTXSID5023796,140-64-7,Pentamidine isethionate,112,5.756544998513553e-09,poly1,0.7755397352445266
C1=NC=NN1,DTXSID6027131,288-88-0,"1H-1,2,4-Triazole",112,2.900306807047888e-10,poly1,0.7755397352445266
CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],DTXSID0021123,57-30-7,Phenobarbital sodium,112,0.0,gnls,0.7755397352445266
C1=CC=C2C=C(C=CC2=C1)N,DTXSID2020921,91-59-8,2-Naphthylamine,112,5.168517865634201e-10,poly1,0.7755397352445266
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,DTXSID6027921,27138-31-4,"Dipropylene glycol, dibenzoate",112,0.0,exp4,0.7755397352445266
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,DTXSID5020944,59-87-0,Nitrofurazone,112,0.0,exp4,0.7755397352445266
CCCCOP(=O)(OCCCC)OCCCC,DTXSID3021986,126-73-8,Tributyl phosphate,112,0.0,exp4,0.7755397352445266
C1=CC=C(C=C1)C(Cl)Cl,DTXSID6025014,98-87-3,Benzal chloride,112,1.9652850312603583e-08,poly1,0.7755397352445266
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,DTXSID8035180,584-79-2,Allethrin,112,6.388157719580068e-06,poly1,0.7755397352445266
CCOS(=O)(=O)OCC,DTXSID1024045,64-67-5,Ethyl sulfate (Et2SO4),112,4.946015696410629e-07,poly1,0.7755397352445266
C1=CC=C2C(=C1)C=CC=N2,DTXSID1021798,91-22-5,Quinoline,112,2.816702555846514e-10,poly1,0.7755397352445266
C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,DTXSID9026261,13674-87-8,"Tris(1,3-dichloro-2-propyl) phosphate",112,0.0,gnls,0.7755397352445266
CC(C)(C)OOC(=O)C1=CC=CC=C1,DTXSID9024699,614-45-9,tert-Butyl perbenzoate,112,3.5671025707293245e-07,poly1,0.7755397352445266
C1=CC=C2C(=C1)C=CO2,DTXSID6020141,271-89-6,"2,3-Benzofuran",112,0.0,exp4,0.7755397352445266
C(=O)(C(Cl)(Cl)Cl)O,DTXSID1021378,76-03-9,Trichloroacetic acid,112,0.0,exp4,0.7755397352445266
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,DTXSID6022422,101-77-9,"4,4\'-Diaminobiphenyl methane",112,0.0,gnls,0.7755397352445266
COCCOCCOC,DTXSID1024621,111-96-6,Diethylene glycol dimethyl ether,112,0.0,exp4,0.7755397352445266
CC1=C(C=CC(=C1)O)Cl,DTXSID4021717,59-50-7,4-Chloro-3-methylphenol,112,2.1343773280540478e-08,poly1,0.7755397352445266
COC1=C(C=C(C=C1)[N+](=O)[O-])N,DTXSID0020943,99-59-2,5-Nitro-o-anisidine,112,4.356555228394461e-18,gnls,0.7755397352445266
C1COS(=O)(=O)C1,DTXSID8021195,1120-71-4,"1,3-Propane sultone",112,0.0,exp4,0.7755397352445266
CC1=CC(=C(C=C1)OC)N,DTXSID1020350,120-71-8,2-Methoxy-5-methylaniline,112,4.885247337229879e-10,poly1,0.7755397352445266
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,DTXSID4026262,2451-62-9,"Tris(2,3-epoxypropyl)isocyanurate",112,2.1749580263840042e-07,poly1,0.7755397352445266
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,DTXSID9025110,78-63-7,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",112,2.2975700148051896e-09,poly1,0.7755397352445266
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,DTXSID0021094,101-80-4,"4,4\'-Oxydianiline",112,0.0,exp4,0.7755397352445266
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,DTXSID8035180,584-79-2,Allethrin,112,0.0,exp4,0.7755397352445266
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,DTXSID4020375,50-29-3,DDT,112,0.0,exp4,0.7755397352445266
CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,DTXSID2021311,732-26-3,"2,4,6-Tris(tert-butyl)phenol",112,2.962007902186861e-06,exp4,0.7755397352445266
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,DTXSID3020332,77-92-9,Citric acid,112,4.4171770771606074e-10,poly1,0.7755397352445266
CN(C)C=O,DTXSID6020515,68-12-2,"N,N-Dimethylformamide",112,6.454460560844102e-09,poly1,0.7755397352445266
C(C(=O)O)O,DTXSID0025363,79-14-1,Glycolic acid,112,2.561496100145867e-10,poly1,0.7755397352445266
C1=CC=C(C=C1)CO,DTXSID5020152,100-51-6,Benzyl alcohol,112,1.9716524554901321e-07,poly1,0.7755397352445266
CC1=NC(=NO1)C2=CC3=C(CCN(CC3)CCC4CCC(CC4)NC(=O)C=CC5=CC=C(C=C5)F)C=C2.Cl,DTXSID0047325,NOCAS_47325,SB413217A,112,0.0,exp4,0.7755397352445266
C1=CC(=CC=C1N)[N+](=O)[O-],DTXSID8020961,100-01-6,4-Nitrobenzenamine,112,5.4200895791815e-10,poly1,0.7755397352445266
CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,DTXSID9026689,102-60-3,"1,1′,1′′,1′′′-(Ethylenedinitrilo)tetrakis(2-propanol)",112,1.2738142787649765e-09,poly1,0.7755397352445266
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,DTXSID1034187,10540-29-1,Tamoxifen,112,1.1910430692932986e-12,poly1,0.7755397352445266
COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,DTXSID0032520,131860-33-8,Azoxystrobin,112,1.6120791073772777e-08,poly1,0.7755397352445266
C(CCl)OCCCl,DTXSID9020168,111-44-4,Bis(chloroethyl) ether,112,2.9350983950219646e-08,poly1,0.7755397352445266
CCOCCOCCOCCO,DTXSID3024368,112-50-5,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,112,0.0,exp4,0.7755397352445266
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DTXSID4042416,1191-50-0,Sodium myristyl sulfate,112,0.993323006487589,exp2,0.7755397352445266
C1=CC=C(C=C1)NNC2=CC=CC=C2,DTXSID7020710,122-66-7,"1,2-Diphenylhydrazine",112,3.960161293059811e-09,poly1,0.7755397352445266
CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,DTXSID9032113,107534-96-3,Tebuconazole,112,0.0,exp4,0.7755397352445266
CCCCOC(=O)C1=CC=CC=C1,DTXSID8040694,136-60-7,Butyl benzoate,112,0.0,exp4,0.7755397352445266
CN(C)C(=O)NC1=CC=C(C=C1)Cl,DTXSID0020311,150-68-5,Monuron,112,5.808005887786386e-11,poly1,0.7755397352445266
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,DTXSID0024000,1861-32-1,Chlorthal-dimethyl,112,9.073042015393688e-07,poly1,0.7755397352445266
C1=CC(=CN=C1)C#N,DTXSID1026665,100-54-9,3-Pyridinecarbonitrile,112,3.585287131744671e-09,pow,0.7755397352445266
C(CO)N(CCO)CCO,DTXSID9021392,102-71-6,Triethanolamine,112,2.1993088845589602e-08,poly1,0.7755397352445266
CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)O,DTXSID1046970,105624-86-0,"2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione",112,1.0893993444210932e-05,poly1,0.7755397352445266
CC1=CC(=CC=C1)N,DTXSID1026792,108-44-1,3-Methylaniline,112,3.895639056467347e-17,exp5,0.7755397352445266
CCCCCCCCCCCC(=O)OC,DTXSID5026889,111-82-0,Methyl dodecanoate,112,1.387577196723227e-11,poly1,0.7755397352445266
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,DTXSID3044203,112529-15-4,Pioglitazone hydrochloride,112,3.9670531172550053e-10,poly1,0.7755397352445266
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,DTXSID5020154,120-32-1,Clorophene,112,3.3533750886356766e-07,poly1,0.7755397352445266
CC(=CCCC(=C)C=C)C,DTXSID6025692,123-35-3,Myrcene,112,1.3857151059581223e-09,poly1,0.7755397352445266
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,DTXSID6021244,13292-46-1,Rifampicin,112,0.0,exp4,0.7755397352445266
CCCCCCC1=C(C=C(C=C1)O)O,DTXSID1020699,136-77-6,4-Hexylresorcinol,112,1.0103664866298262e-06,poly1,0.7755397352445266
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,DTXSID7041623,15310-01-7,Benodanil,112,8.527279960688014e-14,poly1,0.7755397352445266
C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],DTXSID1021455,1934-21-0,C.I. Acid Yellow 23,112,3.453104249484037e-08,poly1,0.7755397352445266
C1N2CN3CN1CN(C2)C3,DTXSID6020692,100-97-0,Methenamine,112,1.4910529341625725e-10,poly1,0.7755397352445266
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,DTXSID5020154,120-32-1,Clorophene,112,6.600108648730524e-07,pow,0.7755397352445266
CC(=CCCC(=CCOC(=O)C)C)C,DTXSID0020654,105-87-3,Geranyl acetate,112,2.3331751221589436e-09,poly1,0.7755397352445266
C1=CC(=CC(=C1)N)N,DTXSID4021137,108-45-2,"1,3-Benzenediamine",112,1.4075561673729623e-11,poly1,0.7755397352445266
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DTXSID0042400,1120-01-0,Sodium hexyldecyl sulfate,112,0.999996961433259,exp5,0.7755397352445266
CCCCCCCCCCCCCCO,DTXSID9026926,112-72-1,1-Tetradecanol,112,1.9388606227484812e-09,poly1,0.7755397352445266
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,DTXSID0020606,103-23-1,Bis(2-ethylhexyl)hexanedioate,112,2.511578011111795e-19,exp4,0.7755397352445266
C(CCC(=O)O)CC(=O)O,DTXSID7021605,124-04-9,Hexanedioic acid,112,2.7990544404169575e-12,poly1,0.7755397352445266
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,DTXSID7032004,13311-84-7,Flutamide,112,0.00010160811761376461,poly1,0.7755397352445266
CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],DTXSID0021464,137-30-4,Ziram,112,4.4257568881159036e-10,poly1,0.7755397352445266
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,DTXSID9020249,1563-66-2,Carbofuran,112,5.687626637724127e-10,poly1,0.7755397352445266
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,DTXSID7037185,19774-82-4,Amiodarone hydrochloride,112,7.138112347691825e-07,poly1,0.7755397352445266
C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,DTXSID4026214,101-20-2,Triclocarban,112,0.0005187145354349284,pow,0.7755397352445266
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,DTXSID3026697,103-24-2,Bis(2-ethylhexyl) nonanedioate,112,1.9179330383522965e-08,poly1,0.7755397352445266
COC(=O)NC1=NC2=CC=CC=C2N1,DTXSID4024729,10605-21-7,Carbendazim,112,9.546110955398763e-12,poly1,0.7755397352445266
CC1=CC(=CC(=C1)C)C,DTXSID6026797,108-67-8,"1,3,5-Trimethylbenzene",112,0.0,exp4,0.7755397352445266
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],DTXSID1026900,112-00-5,Dodecyltrimethylammonium chloride,112,0.0,exp4,0.7755397352445266
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,DTXSID4022991,114-07-8,Erythromycin,112,4.098220731781649e-12,poly1,0.7755397352445266
C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,DTXSID0026967,120-55-8,Diethylene glycol dibenzoate,112,3.8249621539669474e-10,poly1,0.7755397352445266
CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,DTXSID3042423,126-14-7,Sucrose octaacetate,112,3.858861117304876e-07,poly1,0.7755397352445266
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,DTXSID4020537,147-24-0,Diphenhydramine hydrochloride,112,1.4219149645631928e-06,poly1,0.7755397352445266
CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],DTXSID6040371,140-56-7,Fenaminosulf,112,5.06592680549386e-09,poly1,0.7755397352445266
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,DTXSID8047395,166412-78-8,"Diisononyl cyclohexane-1,2-dicarboxylate",112,1.0073498954136252e-16,exp4,0.7755397352445266
C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,DTXSID2047565,2043-57-4,"1H,1H,2H,2H-Perfluorooctyl iodide",112,6.655886341025564e-08,poly1,0.7755397352445266
C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,DTXSID8023927,101-55-3,p-Bromodiphenyl ether,112,0.0007156424492999558,pow,0.7755397352445266
C1=CC=C(C=C1)N=NC2=CC=CC=C2,DTXSID8020123,103-33-3,Azobenzene,112,2.7552798448476683e-07,poly1,0.7755397352445266
CC(=CCCC(=CCO)C)C,DTXSID3026728,106-25-2,(Z)-Nerol,112,0.0,exp4,0.7755397352445266
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,DTXSID2020501,1095-90-5,Methadone hydrochloride,112,9.971278656085477e-19,exp4,0.7755397352445266
CCCCCCOCCO,DTXSID1026908,112-25-4,2-Hexyloxyethanol,112,0.0,gnls,0.7755397352445266
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,DTXSID3021358,1156-19-0,Tolazamide,112,6.878877698836934e-08,poly1,0.7755397352445266
C1=CC(=C(C=C1Cl)Cl)Cl,DTXSID0021965,120-82-1,"1,2,4-Trichlorobenzene",112,0.0,exp5,0.7755397352445266
CC(C)CC(C)(C#CC(C)(CC(C)C)O)O,DTXSID7027041,126-86-3,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",112,1.956970185944721e-14,poly1,0.7755397352445266
CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O,DTXSID6027397,1338-43-8,"Sorbitan, mono-(9Z)-9-octadecenoate",112,8.192265034691407e-09,poly1,0.7755397352445266
CCCCCC(=O)O,DTXSID7021607,142-62-1,Hexanoic acid,112,2.924821363638552e-10,poly1,0.7755397352445266
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,DTXSID0022777,169590-42-5,Celecoxib,112,2.372323503888019e-09,poly1,0.7755397352445266
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,DTXSID5021097,2058-46-0,Oxytetracycline hydrochloride,112,1.547750835185474e-07,poly1,0.7755397352445266
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,DTXSID3025178,102-06-7,"1,3-Diphenylguanidine",112,1.3112083614720698e-12,exp5,0.7755397352445266
CCCC1=CC=CC=C1,DTXSID3042219,103-65-1,Propylbenzene,112,0.0,gnls,0.7755397352445266
CC1=CC=C(C=C1)Cl,DTXSID8024814,106-43-4,4-Chlorotoluene,112,2.345089612977668e-10,poly1,0.7755397352445266
CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,DTXSID4042121,110235-47-7,Mepanipyrim,112,0.0,hill,0.7755397352445266
C=CCCCCCCCCC(=O)O,DTXSID8035001,112-38-9,10-Undecenoic acid,112,3.3638510507960044e-07,poly1,0.7755397352445266
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,DTXSID1021952,115-86-6,Triphenyl phosphate,112,5.913530457260732e-07,poly1,0.7755397352445266
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],DTXSID0020529,121-14-2,"2,4-Dinitrotoluene",112,0.0,gnls,0.7755397352445266
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,DTXSID3024289,129-00-0,Pyrene,112,1.7271645275420169e-09,poly1,0.7755397352445266
C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,DTXSID2020262,133-90-4,Chloramben,112,0.0,exp4,0.7755397352445266
CC(C)OP(=O)(C)OC(C)C,DTXSID5024051,1445-75-6,Bis(1-methylethyl) methylphosphonate,112,1.5514884200353839e-09,poly1,0.7755397352445266
C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,DTXSID3031864,1763-23-1,Perfluorooctanesulfonic acid,112,0.9990059800479559,pow,0.7755397352445266
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,DTXSID8047553,2058-94-8,Perfluoroundecanoic acid,112,0.9999999928893031,exp5,0.7755397352445266
CCNC1=CC=CC(=C1)C,DTXSID4021848,102-27-2,N-Ethyl-3-methylaniline,112,0.0,gnls,0.7755397352445266
CCNC1=CC=CC=C1,DTXSID1025271,103-69-5,N-Ethylaniline,112,0.0,exp4,0.7755397352445266
C1=CC(=CC=C1N)Cl,DTXSID9020295,106-47-8,4-Chloroaniline,112,0.0,pow,0.7755397352445266
CCCCCCCC(=O)OC,DTXSID2026864,111-11-5,Methyl octanoate,112,0.0,exp4,0.7755397352445266
CCCCCCCCCCCO,DTXSID0026915,112-42-5,1-Undecanol,112,1.2439092895710726e-07,poly1,0.7755397352445266
COC=C(C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)C(=O)OC,DTXSID9047542,117428-22-5,Picoxystrobin,112,1.4607400377012413e-10,poly1,0.7755397352445266
COC1=C(C=CC(=C1)C=O)O,DTXSID0021969,121-33-5,4-Hydroxy-3-methoxybenzaldehyde,112,1.2222606554680784e-08,poly1,0.7755397352445266
[As]#[In],DTXSID5023825,1303-11-3,Indium arsenide,112,2.3892126222418852e-09,poly1,0.7755397352445266
C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],DTXSID0020105,134-03-2,Sodium L-ascorbate,112,2.5729618855645053e-14,poly1,0.7755397352445266
CCCC[Sn](CCCC)(CCCC)Cl,DTXSID3027403,1461-22-9,Tributyltin chloride,112,1.99107665501851e-09,poly1,0.7755397352445266
